udmTable,ColumnName,ColumnType,ColumnDisplayName
utoprecommendations,SourceCustomerNumber,STRING,SourceCustomerNumber
utoprecommendations,SourceProductNumber,STRING,SourceProductNumber
vtoprecommendations,BackfilledFrom,STRING,BackfilledFrom
vtoprecommendations,ID,STRING,ID
vtoprecommendations,RankNumber,INTEGER,RankNumber
vtoprecommendations,SourceProductNumber,STRING,SourceProductNumber
vtoprecommendations,TargetSourceProductNumber,STRING,TargetSourceProductNumber
vtovrecommendations,BackfilledFrom,STRING,BackfilledFrom
vtovrecommendations,ID,STRING,ID
vtovrecommendations,RankNumber,INTEGER,RankNumber
vtovrecommendations,SourceProductNumber,STRING,SourceProductNumber
vtovrecommendations,TargetSourceProductNumber,STRING,TargetSourceProductNumber
zipcloseststores,ClosestStoreDistance,DOUBLE,ClosestStoreDistance
zipcloseststores,ClosestStoreOrgName,STRING,ClosestStoreOrgName
zipcloseststores,Country,STRING,Country
zipcloseststores,CountryZip,STRING,CountryZip
zipcloseststores,ZipCode,STRING,ZipCode
zipdemographics,AliasIntroDate,STRING,AliasIntroDate
zipdemographics,AreaCode,STRING,AreaCode
zipdemographics,AsianPopulation,INTEGER,AsianPopulation
zipdemographics,AverageHouseValue,INTEGER,AverageHouseValue
zipdemographics,Batch,STRING,Batch
zipdemographics,BlackPopulation,INTEGER,BlackPopulation
zipdemographics,BoxCount,INTEGER,BoxCount
zipdemographics,BusinessAnnualPayroll,INTEGER,BusinessAnnualPayroll
zipdemographics,BusinessEmploymentFlag,STRING,BusinessEmploymentFlag
zipdemographics,BusinessFirstQuarterPayroll,INTEGER,BusinessFirstQuarterPayroll
zipdemographics,CBSA,STRING,CBSA
zipdemographics,CBSADivPop2003,INTEGER,CBSADivPop2003
zipdemographics,CBSAPop2003,INTEGER,CBSAPop2003
zipdemographics,CBSA_Div,STRING,CBSA_Div
zipdemographics,CBSA_Div_Name,STRING,CBSA_Div_Name
zipdemographics,CBSA_Name,STRING,CBSA_Name
zipdemographics,CBSA_Type,STRING,CBSA_Type
zipdemographics,CSA,STRING,CSA
zipdemographics,CSAName,STRING,CSAName
zipdemographics,CarrierRouteRateSortation,STRING,CarrierRouteRateSortation
zipdemographics,City,STRING,City
zipdemographics,CityAliasAbbreviation,STRING,CityAliasAbbreviation
zipdemographics,CityAliasCode,STRING,CityAliasCode
zipdemographics,CityAliasMixedCase,STRING,CityAliasMixedCase
zipdemographics,CityAliasName,STRING,CityAliasName
zipdemographics,CityDeliveryIndicator,STRING,CityDeliveryIndicator
zipdemographics,CityMixedCase,STRING,CityMixedCase
zipdemographics,CityStateKey,STRING,CityStateKey
zipdemographics,CityType,STRING,CityType
zipdemographics,ClassificationCode,STRING,ClassificationCode
zipdemographics,CongressionalDistrict,STRING,CongressionalDistrict
zipdemographics,CongressionalLandArea,STRING,CongressionalLandArea
zipdemographics,Country,STRING,Country
zipdemographics,County,STRING,County
zipdemographics,CountyANSI,STRING,CountyANSI
zipdemographics,CountyFIPS,STRING,CountyFIPS
zipdemographics,DayLightSaving,STRING,DayLightSaving
zipdemographics,DeliveryBusiness,STRING,DeliveryBusiness
zipdemographics,DeliveryResidential,STRING,DeliveryResidential
zipdemographics,DeliveryTotal,STRING,DeliveryTotal
zipdemographics,Division,STRING,Division
zipdemographics,Elevation,INTEGER,Elevation
zipdemographics,FacilityCode,STRING,FacilityCode
zipdemographics,FemalePopulation,INTEGER,FemalePopulation
zipdemographics,FinanceNumber,STRING,FinanceNumber
zipdemographics,GrowthHousingUnits2003,INTEGER,GrowthHousingUnits2003
zipdemographics,GrowthHousingUnits2004,INTEGER,GrowthHousingUnits2004
zipdemographics,GrowthIncreaseNumber,INTEGER,GrowthIncreaseNumber
zipdemographics,GrowthIncreasePercentage,INTEGER,GrowthIncreasePercentage
zipdemographics,GrowthRank,INTEGER,GrowthRank
zipdemographics,HawaiianPopulation,INTEGER,HawaiianPopulation
zipdemographics,HispanicPopulation,INTEGER,HispanicPopulation
zipdemographics,HouseholdsPerZipCode,INTEGER,HouseholdsPerZipCode
zipdemographics,ID,INTEGER,ID
zipdemographics,IncomePerHousehold,INTEGER,IncomePerHousehold
zipdemographics,IndianPopulation,INTEGER,IndianPopulation
zipdemographics,LandArea,INTEGER,LandArea
zipdemographics,Latitude,INTEGER,Latitude
zipdemographics,Longitude,INTEGER,Longitude
zipdemographics,MFDU,STRING,MFDU
zipdemographics,MSA,STRING,MSA
zipdemographics,MSA_Name,STRING,MSA_Name
zipdemographics,MailingName,STRING,MailingName
zipdemographics,MalePopulation,INTEGER,MalePopulation
zipdemographics,MedianAge,INTEGER,MedianAge
zipdemographics,MedianAgeFemale,INTEGER,MedianAgeFemale
zipdemographics,MedianAgeMale,INTEGER,MedianAgeMale
zipdemographics,MultiCounty,STRING,MultiCounty
zipdemographics,NumberOfBusinesses,INTEGER,NumberOfBusinesses
zipdemographics,NumberOfEmployees,INTEGER,NumberOfEmployees
zipdemographics,OtherPopulation,INTEGER,OtherPopulation
zipdemographics,PMSA,STRING,PMSA
zipdemographics,PMSA_Name,STRING,PMSA_Name
zipdemographics,PersonsPerHousehold,INTEGER,PersonsPerHousehold
zipdemographics,Population,INTEGER,Population
zipdemographics,PopulationEstimate,INTEGER,PopulationEstimate
zipdemographics,PreferredLastLineKey,STRING,PreferredLastLineKey
zipdemographics,PrimaryRecord,STRING,PrimaryRecord
zipdemographics,Region,STRING,Region
zipdemographics,RowCreated,STRING,RowCreated
zipdemographics,RowModified,LONG,RowModified
zipdemographics,SFDU,STRING,SFDU
zipdemographics,Source,STRING,Source
zipdemographics,State,STRING,State
zipdemographics,StateANSI,STRING,StateANSI
zipdemographics,StateFIPS,STRING,StateFIPS
zipdemographics,StateFullName,STRING,StateFullName
zipdemographics,TimeZone,INTEGER,TimeZone
zipdemographics,UniqueZIPName,STRING,UniqueZIPName
zipdemographics,WaterArea,INTEGER,WaterArea
zipdemographics,WhitePopulation,INTEGER,WhitePopulation
zipdemographics,ZIPIntroDate,STRING,ZIPIntroDate
zipdemographics,ZipCode,STRING,ZipCode
zipdemographics,ZipLatitude,DOUBLE,ZipLatitude
zipdemographics,ZipLongitude,DOUBLE,ZipLongitude
